task_a,task_b,pair,text_cosine_distance,behavior_cosine_distance,text_distance_percentile,behavior_distance_percentile,text_close_behavior_far,behavior_close_text_far
Four-Armed Bandit,exp0,Four-Armed Bandit <-> exp0,0.5004453135261133,0.254824331206841,0.2029598308668076,0.7600422832980972,0.5570824524312896,-0.5570824524312896
Balloon Analogue Risk Task (BART),exp4,Balloon Analogue Risk T... <-> exp4,0.5349270440819966,0.3013127454157183,0.29809725158562367,0.854122621564482,0.5560253699788584,-0.5560253699788584
exp,exp7,exp <-> exp7,0.43720010716717506,0.23143774788457294,0.113107822410148,0.6680761099365751,0.554968287526427,-0.554968287526427
Four-Armed Bandit,exp7,Four-Armed Bandit <-> exp7,0.4689770137507685,0.23783031165775514,0.14059196617336153,0.6902748414376322,0.5496828752642706,-0.5496828752642706
exp5,exp7,exp5 <-> exp7,0.47870260452183067,0.2408078982823687,0.15856236786469344,0.7029598308668076,0.5443974630021141,-0.5443974630021141
exp7,four-armed bandit task,exp7 <-> four-armed bandit task,0.47585238469182234,0.23575580913000926,0.1543340380549683,0.6797040169133193,0.525369978858351,-0.525369978858351
associative recognition,weather prediction task,associative recognition <-> weather prediction task,0.5626429800099926,0.42248224297519577,0.4080338266384778,0.9323467230443975,0.5243128964059196,-0.5243128964059196
exp0,four-armed bandit task,exp0 <-> four-armed bandit task,0.5108627824815734,0.2514402755012719,0.22727272727272727,0.7420718816067653,0.514799154334038,-0.514799154334038
associative recognition,n-back,associative recognition <-> n-back,0.5650679883290195,0.4222506171793665,0.4164904862579281,0.9312896405919662,0.514799154334038,-0.514799154334038
Associative Recognition (Intact vs Rearranged),category learning task,Associative Recognition... <-> category learning task,0.5617293194333135,0.39389109620687135,0.40169133192389006,0.9154334038054969,0.5137420718816068,-0.5137420718816068
Recent Probes,exp7,Recent Probes <-> exp7,0.5312622441431294,0.26307855887435183,0.2854122621564482,0.7970401691331924,0.5116279069767442,-0.5116279069767442
Weather Prediction Task (Cards),associative recognition,Weather Prediction Task... <-> associative recognition,0.5657112770971974,0.4200528270159528,0.42283298097251587,0.9281183932346723,0.5052854122621564,-0.5052854122621564
Recent Probes,route learning,Recent Probes <-> route learning,0.5247648720453353,0.2571748221122212,0.2653276955602537,0.7695560253699789,0.5042283298097252,-0.5042283298097252
Balloon Analogue Risk Task (BART),multi-step sequential decision task,Balloon Analogue Risk T... <-> multi-step sequential d...,0.5353146271481084,0.26429143499018826,0.3012684989429176,0.8023255813953488,0.5010570824524312,-0.5010570824524312
Four-Armed Bandit,route learning,Four-Armed Bandit <-> route learning,0.48818242443196935,0.23097772038962217,0.1744186046511628,0.6670190274841438,0.492600422832981,-0.492600422832981
exp,route learning,exp <-> route learning,0.47021334056178377,0.2262626094644966,0.1427061310782241,0.63107822410148,0.48837209302325585,-0.48837209302325585
Route Learning / Decision-Point Navigation,exp,Route Learning / Decisi... <-> exp,0.4814726292404724,0.2291084888752838,0.16173361522198731,0.6490486257928119,0.48731501057082455,-0.48731501057082455
Four-Armed Bandit,Route Learning / Decision-Point Navigation,Four-Armed Bandit <-> Route Learning / Decisi...,0.4934093234877004,0.23337642398563463,0.1849894291754757,0.6723044397463002,0.4873150105708245,-0.4873150105708245
associative recognition,exp1,associative recognition <-> exp1,0.5678222153738907,0.389533028072263,0.42917547568710357,0.912262156448203,0.4830866807610994,-0.4830866807610994
Multi-Step Sequential RL (3+ states),Recent Probes,Multi-Step Sequential R... <-> Recent Probes,0.5507539792603509,0.29104895772108785,0.3583509513742072,0.8393234672304439,0.48097251585623674,-0.48097251585623674
Route Learning / Decision-Point Navigation,four-armed bandit task,Route Learning / Decisi... <-> four-armed bandit task,0.49502256960840874,0.23205561790508455,0.19133192389006343,0.6701902748414377,0.47885835095137425,-0.47885835095137425
Associative Recognition (Intact vs Rearranged),n-back,Associative Recognition... <-> n-back,0.5767986494006861,0.4239383771525731,0.4619450317124736,0.9334038054968288,0.4714587737843552,-0.4714587737843552
exp5,route learning,exp5 <-> route learning,0.5097575818895304,0.2387303524913431,0.2219873150105708,0.693446088794926,0.4714587737843552,-0.4714587737843552
Unidimensional Threshold Rule,associative recognition,Unidimensional Threshol... <-> associative recognition,0.5729673535776529,0.39658767415744156,0.4513742071881607,0.9175475687103594,0.4661733615221987,-0.4661733615221987
four-armed bandit task,route learning,four-armed bandit task <-> route learning,0.4948969384076214,0.22951429967464276,0.19027484143763213,0.653276955602537,0.46300211416490483,-0.46300211416490483
Balloon Analogue Risk Task (BART),Multi-Step Sequential RL (3+ states),Balloon Analogue Risk T... <-> Multi-Step Sequential R...,0.549609766796427,0.2701864132089835,0.35412262156448204,0.8107822410147991,0.4566596194503171,-0.4566596194503171
Associative Recognition (Intact vs Rearranged),exp1,Associative Recognition... <-> exp1,0.5753156281218834,0.3897976386703691,0.45771670190274844,0.9133192389006343,0.45560253699788583,-0.45560253699788583
Associative Recognition (Intact vs Rearranged),Unidimensional Threshold Rule,Associative Recognition... <-> Unidimensional Threshol...,0.5772193374334331,0.3962772107675574,0.46511627906976744,0.9164904862579282,0.45137420718816074,-0.45137420718816074
Recent Probes,multi-step sequential decision task,Recent Probes <-> multi-step sequential d...,0.556049138178724,0.2815129188158043,0.38266384778012685,0.828752642706131,0.4460887949260042,-0.4460887949260042
Associative Recognition (Intact vs Rearranged),weather prediction task,Associative Recognition... <-> weather prediction task,0.5821890774049441,0.4255655848512667,0.4894291754756871,0.9344608879492601,0.445031712473573,-0.445031712473573
exp4,exp5,exp4 <-> exp5,0.2843876879298286,0.20323269311892078,0.05391120507399577,0.4989429175475687,0.4450317124735729,-0.4450317124735729
Columbia Card Task (CCT),exp5,Columbia Card Task (CCT) <-> exp5,0.4227741491047956,0.21177354206189503,0.09513742071881606,0.5380549682875264,0.4429175475687104,-0.4429175475687104
Multi-Step Sequential RL (3+ states),balloon analogue risk task,Multi-Step Sequential R... <-> balloon analogue risk t...,0.5477772277647691,0.25933060347908266,0.34355179704016914,0.7832980972515856,0.4397463002114165,-0.4397463002114165
balloon analogue risk task,multi-step sequential decision task,balloon analogue risk t... <-> multi-step sequential d...,0.5368543553184277,0.2530514242806299,0.3086680761099366,0.7463002114164905,0.4376321353065539,-0.4376321353065539
Associative Recognition (Intact vs Rearranged),Weather Prediction Task (Cards),Associative Recognition... <-> Weather Prediction Task...,0.5846736543606312,0.4222214441048415,0.5,0.9302325581395349,0.43023255813953487,-0.43023255813953487
columbia card task,exp5,columbia card task <-> exp5,0.4219769118965313,0.20759211515406129,0.09408033826638477,0.5200845665961945,0.4260042283298097,-0.4260042283298097
recent probes task,route learning,recent probes task <-> route learning,0.5481820771653634,0.25651713552212474,0.3456659619450317,0.7674418604651163,0.4217758985200846,-0.4217758985200846
Associative Recognition (Intact vs Rearranged),exp4,Associative Recognition... <-> exp4,0.5918754486096356,0.46255566264151937,0.5306553911205074,0.9513742071881607,0.42071881606765327,-0.42071881606765327
exp7,recent probes task,exp7 <-> recent probes task,0.552684048605216,0.26204199134220096,0.37209302325581395,0.7917547568710359,0.41966173361522197,-0.41966173361522197
Recent Probes,weather prediction task,Recent Probes <-> weather prediction task,0.5161727603884002,0.23070165714054913,0.2452431289640592,0.6638477801268499,0.41860465116279066,-0.41860465116279066
Recent Probes,Weather Prediction Task (Cards),Recent Probes <-> Weather Prediction Task...,0.5211190230885024,0.22988389328816183,0.2526427061310782,0.6575052854122622,0.40486257928118397,-0.40486257928118397
Two-Step Task (Daw),exp5,Two-Step Task (Daw) <-> exp5,0.5397318163095378,0.24678109711221552,0.3192389006342495,0.7209302325581395,0.40169133192389,-0.40169133192389
exp5,two-step task,exp5 <-> two-step task,0.54098342194421,0.247189210876134,0.32558139534883723,0.7219873150105708,0.39640591966173355,-0.39640591966173355
exp,exp4,exp <-> exp4,0.3030358222937308,0.19322841867726692,0.05813953488372093,0.4503171247357294,0.39217758985200846,-0.39217758985200846
Four-Armed Bandit,exp4,Four-Armed Bandit <-> exp4,0.34596646779297413,0.19493759030860147,0.06765327695560254,0.45771670190274844,0.3900634249471459,-0.3900634249471459
Recent Probes,Route Learning / Decision-Point Navigation,Recent Probes <-> Route Learning / Decisi...,0.5620434907734816,0.260080552939275,0.40274841437632136,0.7854122621564482,0.38266384778012685,-0.38266384778012685
exp4,four-armed bandit task,exp4 <-> four-armed bandit task,0.3467432509253394,0.1930577313361136,0.06871035940803383,0.4492600422832981,0.38054968287526425,-0.38054968287526425
exp4,exp7,exp4 <-> exp7,0.504030312679023,0.2175874237772264,0.20718816067653276,0.5813953488372093,0.37420718816067655,-0.37420718816067655
exp0,route learning,exp0 <-> route learning,0.5465975645398583,0.24330646400544542,0.34143763213530653,0.7135306553911205,0.37209302325581395,-0.37209302325581395
Route Learning / Decision-Point Navigation,exp5,Route Learning / Decisi... <-> exp5,0.5412067505260326,0.23981362960120034,0.3287526427061311,0.6997885835095138,0.3710359408033827,-0.3710359408033827
Recent Probes,choice task,Recent Probes <-> choice task,0.5683505003121128,0.26390124768761647,0.4323467230443975,0.8012684989429175,0.36892177589852004,-0.36892177589852004
choice task,recent probes task,choice task <-> recent probes task,0.5682053505095284,0.26235388868757914,0.4312896405919662,0.7938689217758985,0.36257928118393234,-0.36257928118393234
exp0,exp7,exp0 <-> exp7,0.5488945863054483,0.24310783863661045,0.3498942917547569,0.7114164904862579,0.361522198731501,-0.361522198731501
associative recognition,exp4,associative recognition <-> exp4,0.6132058729908589,0.46060604351207,0.5961945031712473,0.9492600422832981,0.35306553911205074,-0.35306553911205074
recent probes task,weather prediction task,recent probes task <-> weather prediction task,0.5353989331329703,0.22953725943940295,0.3023255813953488,0.6553911205073996,0.35306553911205074,-0.35306553911205074
multi-step sequential decision task,recent probes task,multi-step sequential d... <-> recent probes task,0.5806580477791639,0.28079948267510124,0.47780126849894294,0.8266384778012685,0.3488372093023256,-0.3488372093023256
Multi-Step Sequential RL (3+ states),recent probes task,Multi-Step Sequential R... <-> recent probes task,0.5833870003425395,0.29067512399702033,0.49365750528541225,0.8382663847780126,0.3446088794926004,-0.3446088794926004
Recent Probes,intertemporal choice,Recent Probes <-> intertemporal choice,0.5783444376508688,0.2706396288386983,0.4693446088794926,0.8128964059196617,0.34355179704016914,-0.34355179704016914
Recent Probes,two-armed bandit task,Recent Probes <-> two-armed bandit task,0.5656164629145932,0.2544692048957533,0.42071881606765327,0.7579281183932347,0.33720930232558144,-0.33720930232558144
exp4,route learning,exp4 <-> route learning,0.5374895773619991,0.2276565986296919,0.3097251585623679,0.642706131078224,0.3329809725158562,-0.3329809725158562
Weather Prediction Task (Cards),recent probes task,Weather Prediction Task... <-> recent probes task,0.5398293136298321,0.22892799387151586,0.3202959830866808,0.6479915433403806,0.3276955602536998,-0.3276955602536998
Balloon Analogue Risk Task (BART),Weather Prediction Task (Cards),Balloon Analogue Risk T... <-> Weather Prediction Task...,0.5836386123790145,0.2734088945884072,0.49471458773784355,0.8202959830866807,0.3255813953488372,-0.3255813953488372
Associative Recognition (Intact vs Rearranged),Two-Step Task (Daw),Associative Recognition... <-> Two-Step Task (Daw),0.6261124703832404,0.47205151922964983,0.6342494714587738,0.9566596194503171,0.3224101479915433,-0.3224101479915433
Columbia Card Task (CCT),exp,Columbia Card Task (CCT) <-> exp,0.5228484991071722,0.21711636358062447,0.2568710359408034,0.5782241014799154,0.321353065539112,-0.321353065539112
Weather Prediction Task (Cards),balloon analogue risk task,Weather Prediction Task... <-> balloon analogue risk t...,0.5815859205398165,0.2634708862204952,0.48308668076109934,0.8002114164904862,0.3171247357293869,-0.3171247357293869
Balloon Analogue Risk Task (BART),weather prediction task,Balloon Analogue Risk T... <-> weather prediction task,0.5857548641840042,0.2737274768458775,0.5042283298097252,0.821353065539112,0.3171247357293868,-0.3171247357293868
Two-Step Task (Daw),associative recognition,Two-Step Task (Daw) <-> associative recognition,0.6283191525089479,0.4685298928438829,0.6395348837209303,0.9545454545454546,0.3150105708245243,-0.3150105708245243
Route Learning / Decision-Point Navigation,recent probes task,Route Learning / Decisi... <-> recent probes task,0.5783821622556434,0.25962835577573307,0.4704016913319239,0.7843551797040169,0.313953488372093,-0.313953488372093
associative recognition,route learning,associative recognition <-> route learning,0.6318729160275739,0.4757279167334094,0.6511627906976745,0.9651162790697675,0.313953488372093,-0.313953488372093
Multi-Step Sequential RL (3+ states),Verbal Digit/Letter WM,Multi-Step Sequential R... <-> Verbal Digit/Letter WM,0.5483033965125295,0.2302491891246945,0.346723044397463,0.6596194503171248,0.3128964059196618,-0.3128964059196618
balloon analogue risk task,weather prediction task,balloon analogue risk t... <-> weather prediction task,0.5821427253579233,0.2631956092817208,0.4883720930232558,0.7980972515856237,0.30972515856236793,-0.30972515856236793
Multi-Step Sequential RL (3+ states),exp5,Multi-Step Sequential R... <-> exp5,0.3458720875703417,0.18036378997034175,0.06659619450317125,0.3752642706131078,0.3086680761099365,-0.3086680761099365
Multi-Step Sequential RL (3+ states),digit span,Multi-Step Sequential R... <-> digit span,0.5335085527409433,0.2202887162093733,0.2938689217758985,0.5983086680761099,0.3044397463002114,-0.3044397463002114
recent probes task,two-armed bandit task,recent probes task <-> two-armed bandit task,0.5736760285678097,0.254124145799668,0.452431289640592,0.7547568710359408,0.3023255813953488,-0.3023255813953488
Multi-Step Sequential RL (3+ states),intertemporal choice,Multi-Step Sequential R... <-> intertemporal choice,0.4586951500476183,0.18890414127639754,0.12896405919661733,0.42917547568710357,0.3002114164904862,-0.3002114164904862
intertemporal choice,recent probes task,intertemporal choice <-> recent probes task,0.5859634792098113,0.26928909276483093,0.5063424947145877,0.8054968287526427,0.299154334038055,-0.299154334038055
Route Learning / Decision-Point Navigation,exp0,Route Learning / Decisi... <-> exp0,0.5683754120644889,0.24886233849938888,0.4334038054968288,0.7315010570824524,0.2980972515856236,-0.2980972515856236
Associative Recognition (Intact vs Rearranged),two-step task,Associative Recognition... <-> two-step task,0.6381697380956788,0.4758638764651064,0.6723044397463002,0.96723044397463,0.2949260042283298,-0.2949260042283298
Recent Probes,exp5,Recent Probes <-> exp5,0.5580464689721049,0.2375666278876759,0.3964059196617336,0.6849894291754757,0.28858350951374206,-0.28858350951374206
Verbal Digit/Letter WM,route learning,Verbal Digit/Letter WM <-> route learning,0.5361674146373305,0.21919953240712764,0.3054968287526427,0.5940803382663847,0.288583509513742,-0.288583509513742
Verbal Digit/Letter WM,intertemporal choice,Verbal Digit/Letter WM <-> intertemporal choice,0.5152720942003602,0.2091415346961143,0.2441860465116279,0.5306553911205074,0.2864693446088795,-0.2864693446088795
intertemporal choice,multi-step sequential decision task,intertemporal choice <-> multi-step sequential d...,0.4258084643438729,0.18244757485191487,0.09936575052854123,0.3858350951374207,0.28646934460887946,-0.28646934460887946
Multi-Step Sequential RL (3+ states),exp,Multi-Step Sequential R... <-> exp,0.3862369515011004,0.17823388403776796,0.0824524312896406,0.36363636363636365,0.28118393234672306,-0.28118393234672306
digit span,intertemporal choice,digit span <-> intertemporal choice,0.5098303542971092,0.20434300614120637,0.22304439746300211,0.5021141649048626,0.2790697674418605,-0.2790697674418605
digit span,route learning,digit span <-> route learning,0.5315873694198935,0.21540297970314604,0.28752642706131076,0.5665961945031712,0.27906976744186046,-0.27906976744186046
